desc,id,name,other.comment,other.created_by,other.creation_date,other.deprecated,other.disjointWith,other.hasAlternativeId,other.namespace,other.onProperty,other.someValuesFrom,other.subset,other.xref,relations.can_be,relations.is_a,id_type,id_number
An aortic valve disease that has_physical_basis_in incomplete opening of the aortic valve.,DOID:1712,aortic valve stenosis,"[Xref MGI.
OMIM mapping confirmed by DO. [SN].]",,,,,"[DOID:12034, DOID:1711]",[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_rare_slim],"[ICD10CM:I06.0, ICD10CM:Q23.0, ICD9CM:395.0, ICD9CM:746.3, MESH:D001024, NCI:C50462, OMIM:109730, OMIM:614823, ORDO:402075, SNOMEDCT_US_2016_03_01:155282009, SNOMEDCT_US_2016_03_01:156922005, SNOMEDCT_US_2016_03_01:18546004, SNOMEDCT_US_2016_03_01:390722003, SNOMEDCT_US_2016_03_01:60573004, SNOMEDCT_US_2016_03_01:72011007, UMLS_CUI:C0003507, UMLS_CUI:C0152417, UMLS_CUI:C0155567]","[DOID:1929, DOID:5805]",[DOID:62],DOID,1712
,DOID:1713,benign shuddering attacks,,,,,,,[disease_ontology],,,,"[ICD10CM:G25.83, ICD9CM:333.93, SNOMEDCT_US_2016_03_01:446995005, UMLS_CUI:C0375200]",,[DOID:480],DOID,1713
"An American histoplasmosis that results_in inflammation located_in retina, has_material_basis_in Histoplasma capsulatum var capsulatum, transmitted_by airborne spores and results_in_formation_of lesions.",DOID:11964,Histoplasma capsulatum retinitis,,,,[true],,,[disease_ontology],,,,,,,DOID,11964
,DOID:11963,esophagitis,,,,,,[DOID:11962],[disease_ontology],,,,"[ICD10CM:K20, ICD10CM:K20.9, ICD9CM:530.1, ICD9CM:530.10, MESH:D004941, NCI:C9224, SNOMEDCT_US_2016_03_01:155673008, SNOMEDCT_US_2016_03_01:16761005, SNOMEDCT_US_2016_03_01:196605000, SNOMEDCT_US_2016_03_01:266498005, UMLS_CUI:C0014868]","[DOID:13147, DOID:13921, DOID:13922, DOID:13976, DOID:6297]",[DOID:6050],DOID,11963
,DOID:11968,postmenopausal atrophic vaginitis,,,,,,,[disease_ontology],,,,"[ICD10CM:N95.2, ICD9CM:627.3, SNOMEDCT_US_2016_03_01:156054004, SNOMEDCT_US_2016_03_01:52441000, UMLS_CUI:C0156409]",,[DOID:2170],DOID,11968
"A dsDNA virus infectious disease that results_in infection in pigs, has_material_basis_in Asfarviridae viruses, which are transmitted_by soft tick bite.",DOID:0050296,Asfarviridae infectious disease,,,,[true],,,[disease_ontology],,,,,,,DOID,50296
,DOID:0050297,primary Francisellaceae infectious disease,,,,[true],,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#gram-negative_bacterial_infectious_disease],,,,DOID,50297
"A dermatomycosis that results_in fungal infection located_in hand, foot and nail of toe by Scytalidium hyalinum, resulting_in_formation_of lesions and has_symptom keratotic plantar surface.",DOID:0050294,Scytalidium hyalinum infectious disease,,,,[true],,,[disease_ontology],,,,,,,DOID,50294
"A primary systemic mycosis that results_in fungal infection located_in skin and located_in subcutaneous tissue through direct inoculation from wood splinters or hay, has_material_basis_in Sporothrix schenckii, a dimorphic fungus, which results_in_formation_of erythematous papulonodular lesions evolving into either smooth or verrucose painless nodules that may ulcerate and drain.",DOID:0050295,cutaneous sporotrichosis,,,,[true],,,[disease_ontology],,,,,,,DOID,50295
"A systemic mycosis that results_in infection located_in human body, has_material_basis_in Fungi, which can overcome the physiological and cellular defences of the normal human host. The primary deep pathogens usually gain access to the host via the respiratory tract.",DOID:0050292,primary systemic mycosis,,,,,,,[disease_ontology],,,,,"[DOID:0050072, DOID:11186, DOID:12662, DOID:12663, DOID:13450, DOID:14049, DOID:14484, DOID:1731]",[DOID:0050136],DOID,50292
"An opportunistic mycosis that results_in fungal infection located_in nail, has_material_basis_in Scopulariopsis brevicaulis and has_symptom rough nail, and has_symptom crumbly nail which can separate from the nail bed.",DOID:0050293,Scopulariopsis brevicaulis infectious disease,,,,[true],,,[disease_ontology],,,,,,,DOID,50293
"An opportunistic mycosis that results_in disseminated infection, has_material_basis_in Trichosporon and results_in_formation_of nontender erythematous nodules anywhere on the body.",DOID:0050290,trichosporonosis,,,,,,,[disease_ontology],,,,,,[DOID:2473],DOID,50290
"A parasitic infectious disease that involves parasitic infection by the members of the class Ichthyosporea, which are parasites of fish and other animals.",DOID:0050291,parasitic Ichthyosporea infectious disease,,,,,,,[disease_ontology],,,,,[DOID:2409],[DOID:1398],DOID,50291
"A viral infectious disease that results_in infection in cattle, dogs, horses, pigs, and humans, has_material_basis_in Adenoviridae viruses.",DOID:0050298,adenovirus infectious disease,,,,[true],,"[DOID:3123, DOID:3124]",[disease_ontology],,,,,,,DOID,50298
"A viral infectious disease that results_in infection in animals and humans, has_material_basis_in Simplexvirus.",DOID:0050299,Simplexvirus infectious disease,,,,[true],,,[disease_ontology],,,,,,,DOID,50299
,DOID:6857,pineal region mature teratoma,,,,,,,[disease_ontology],,,,"[NCI:C6754, UMLS_CUI:C1335417]",,"[DOID:5566, DOID:6856]",DOID,6857
,DOID:7851,pancreatic intraductal papillary-mucinous adenoma,,,,,,,[disease_ontology],,,,"[NCI:C41249, SNOMEDCT_US_2016_03_01:473418001, UMLS_CUI:C1518868]",,[DOID:7575],DOID,7851
,DOID:7850,recurrent uvea melanoma,,,,[true],,,[disease_ontology],,,,,,,DOID,7850
,DOID:13185,esophageal diverticulosis,,,,,,,[disease_ontology],,,,"[MESH:D045723, UMLS_CUI:C0917875]",,[DOID:6050],DOID,13185
"A capillariasis that involves infection of the intestine with Capillaria causing abdominal pain, weight loss, stomach growling, depressed levels of potassium and albumin in the blood, and diarrhea.",DOID:0050230,intestinal capillariasis,,,,[true],,,[disease_ontology],,,,,,,DOID,50230
,DOID:13186,megaesophagus,,,,,,,[disease_ontology],,,,"[MESH:D004931, NCI:C34811, SNOMEDCT_US_2016_03_01:70667005, UMLS_CUI:C0025164]",,[DOID:6050],DOID,13186
A serine deficiency that has_material_basis_in deficiency of phosphoserine aminotransferase and is characterized by low concentartions of serine and flycine in plasma and cerebrospinal fluid.,DOID:0050723,PSAT deficiency,,[lschriml],[2012-06-13T03:09:31Z],,,,[disease_ontology],,,,[OMIM:610992],,[DOID:0050721],DOID,50723
An arthritis that has_material_basis_in uric acid crystal deposits located_in joint.,DOID:13189,gout,,,,,,[DOID:14144],[disease_ontology],,,,"[EFO:0004274, ICD10CM:M10, ICD10CM:M10.9, ICD9CM:274, ICD9CM:274.0, ICD9CM:274.00, ICD9CM:274.9, MESH:D006073, MESH:D015210, NCI:C34650, SNOMEDCT_US_2016_03_01:147966005, SNOMEDCT_US_2016_03_01:154745008, SNOMEDCT_US_2016_03_01:154746009, SNOMEDCT_US_2016_03_01:170733007, SNOMEDCT_US_2016_03_01:190827003, SNOMEDCT_US_2016_03_01:190828008, SNOMEDCT_US_2016_03_01:190844004, SNOMEDCT_US_2016_03_01:201661008, SNOMEDCT_US_2016_03_01:201662001, SNOMEDCT_US_2016_03_01:201672003, SNOMEDCT_US_2016_03_01:48440001, SNOMEDCT_US_2016_03_01:90560007, UMLS_CUI:C0003868, UMLS_CUI:C0018099]",,[DOID:848],DOID,13189
"A capillariasis that involves infection of the lungs with Capillaria, resulting in fever, cough, asthma, and pneumonia.",DOID:0050232,pulmonary capillariasis,,,,[true],,,[disease_ontology],,,,,,,DOID,50232
An oligohydramnios desribing the typical physical appearances of a fetus or neonate due to oligohydramnios experienced in the womb where there is a decrease in amniotic fluid volume sufficient to cause disruptions in morphogenesis of the fetus.,DOID:12594,Potter's syndrome,,,,,,,[disease_ontology],,,,"[ICD10CM:Q60.6, NCI:C40435, SNOMEDCT_US_2016_03_01:204947004, SNOMEDCT_US_2016_03_01:41962002, UMLS_CUI:C0178426]",,[DOID:12215],DOID,12594
An amino acid metabolic disorder that has_material_basis_in defects in the biosynthesis of the amino acid L-serine.,DOID:0050721,serine deficiency,,[lschriml],[2012-06-13T03:09:31Z],,,,[disease_ontology],,,,,"[DOID:0050722, DOID:0050723, DOID:0050724, DOID:0080075, DOID:0080076]",[DOID:9252],DOID,50721
,DOID:4898,adenocarcinoma in a polyp,,,,[true],,,[disease_ontology],,,,,,,DOID,4898
,DOID:4726,Anterior synechiae,,,,[true],,,[disease_ontology],,,,,,,DOID,4726
A tyrosinemia that has_material_basis_in deficiency of the enzyme fumarylacetoacetate hydrolase resulting in an increase in fumarylacetoacetate which inhibits previous steps in tyrosine degradation leading to an accumulation of tyrosine in the body.,DOID:0050726,tyrosinemia type I,,[lschriml],[2012-07-06T02:55:45Z],,,,[disease_ontology],,,,[OMIM:276700],,[DOID:9275],DOID,50726
,DOID:4724,brain edema,,,,,,,[disease_ontology],,,,"[MESH:D001929, SNOMEDCT_US_2016_03_01:2032001, SNOMEDCT_US_2016_03_01:85974009, UMLS_CUI:C1527311]",,[DOID:936],DOID,4724
,DOID:4725,neck neoplasm,,,,[true],,,[disease_ontology],,,,,,,DOID,4725
"A adolescence-adult electroclinical syndrome that is characterized by brief, involuntary twitching of a muscle or a group of muscles (myoclonus) early in the morning with onset between 12 and 18 years.",DOID:4890,juvenile myoclonic epilepsy,"[Xref MGI.
OMIM mapping confirmed by DO. [SN].]",,,,,[DOID:0050326],[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_rare_slim],"[MESH:D020190, NCI:C84796, OMIM:254770, OMIM:607631, OMIM:608816, OMIM:611364, OMIM:614280, ORDO:862, SNOMEDCT_US_2016_03_01:6204001, UMLS_CUI:C0270853]",,[DOID:0050705],DOID,4890
,DOID:4723,intracranial hypotension,,,,,,,[disease_ontology],,,,"[MESH:D019585, SNOMEDCT_US_2016_03_01:433691000124104, UMLS_CUI:C0524812]",,[DOID:936],DOID,4723
A middle ear carcinoma that derives_from epithelial cells of glandular origin.,DOID:4892,middle ear adenocarcinoma,,,,,,,[disease_ontology],,,,"[NCI:C6848, UMLS_CUI:C1334758]",,"[DOID:299, DOID:4893]",DOID,4892
"A parasitic protozoa infectious disease that involves infection caused by alveolates, which are single-celled eukaryotes.",DOID:0050235,Alveolata infectious disease,,,,[true],,,[disease_ontology],,,,,,,DOID,50235
,DOID:0050878,CLONE OF congenital afibrinogenemia,[OMIM mapping confirmed by DO. [SN].],[lschriml],[2014-07-29T01:17:13Z],[true],,,[disease_ontology],,,,,,,DOID,50878
"A X-linked hereditary ataxia that is characterized by adult-onset progressive intention tremor and gait ataxia, has_material_basis_in expanded trinucleotide repeat of the FMR1 gene that results_in a toxic gain of function of FMR1 RNA.",DOID:0050879,fragile X-associated tremor/ataxia syndrome,,[lschriml],[2014-08-04T01:52:12Z],,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_FlyBase_slim],[OMIM:300623],,[DOID:0050953],DOID,50879
A serine deficiency that has_material_basis_in deficiency of phosphoserine phosphatase impeding the synthesis of L-serine.,DOID:0050724,PSPH deficiency,,[lschriml],[2012-06-13T03:09:31Z],,,,[disease_ontology],,,,[OMIM:614023],,[DOID:0050721],DOID,50724
"A Arteriviridae infectious disease that results_in infection in animals, has_material_basis_in Arterivirus.",DOID:3718,Arterivirus infectious disease,,,,[true],,,[disease_ontology],,,,,,,DOID,3718
,DOID:0050872,large cell neuroendocrine carcinoma,,[lschriml],[2014-06-25T05:17:11Z],,,,[disease_ontology],,,,,[DOID:6657],[DOID:4556],DOID,50872
A non-Hodgkin lymphoma that is characterized as an indolent non-Hodgkin's lymphoma and has_material_basis_in follicle center B-cells (centrocytes and centroblasts).,DOID:0050873,follicular lymphoma,,[lschriml],[2014-06-25T05:24:10Z],,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_cancer_slim],[MESH:D008224],,[DOID:0060060],DOID,50873
A lung cancer that derives_from the distal bronchioles or alveoli that initially exhibit a specific non-invasive growth pattern.,DOID:0050870,in situ pulmonary adenocarcinoma,,[lschriml],[2014-06-25T05:10:52Z],,,,[disease_ontology],,,,,,[DOID:1324],DOID,50870
,DOID:0050871,fibroma,,[lschriml],[2014-06-25T05:14:03Z],,,,[disease_ontology],,,,,"[DOID:13223, DOID:907]",[DOID:0060084],DOID,50871
A bile duct disease that is characterized by abnormal dilatation of the intrahepatic bile ducts.,DOID:0050876,Caroli disease,,[lschriml],[2014-07-09T01:28:09Z],,,,[disease_ontology],,,,"[MESH:D016767, NCI:C84619, SNOMEDCT_US_2016_03_01:111331000, UMLS_CUI:C0162510]",,[DOID:4138],DOID,50876
A pancreas disease that is characterized by the failure of the pancreas to develop prior to birth.,DOID:0050877,pancreatic agenesis,,[lschriml],[2014-07-09T03:35:41Z],,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_rare_slim],[OMIM:260370],,[DOID:26],DOID,50877
,DOID:3710,bladder colloid adenocarcinoma,,,,,,,[disease_ontology],,,,"[NCI:C39837, UMLS_CUI:C1511193]",,[DOID:3711],DOID,3710
,DOID:0050875,small cell neuroendocrine carcinoma,,[lschriml],[2014-06-25T05:31:24Z],,,,[disease_ontology],,,,,[DOID:7132],[DOID:5409],DOID,50875
,DOID:1978,juxtapapillary focal choroiditis and chorioretinitis,,,,[true],,,[disease_ontology],,,,,,,DOID,1978
,DOID:1979,focal chorioretinitis,,,,,,,[disease_ontology],,,,"[ICD10CM:H30.0, ICD10CM:H30.00, ICD9CM:363.0, ICD9CM:363.00, SNOMEDCT_US_2016_03_01:15847003, SNOMEDCT_US_2016_03_01:193433002, SNOMEDCT_US_2016_03_01:193439003, SNOMEDCT_US_2016_03_01:359668007, SNOMEDCT_US_2016_03_01:458003, UMLS_CUI:C0154870]",[DOID:11864],[DOID:8886],DOID,1979
,DOID:13239,internal pathological resorption,,,,,,,[disease_ontology],,,,"[ICD9CM:521.41, UMLS_CUI:C1456167]",,[DOID:13240],DOID,13239
"A primary bacterial infectious disease that results_in infection, has_material_basis_in Streptobacillus moniliformis, which is transmitted_by contact with urine or secretions from the mouth, eye, or nose of an infected animal or transmitted_by bite of an infected animal, especially rat. The infection has_symptom chills, has_symptom fever, has_symptom rash and has_symptom joint pain.",DOID:13238,Haverhill fever,,,,,,,[disease_ontology],,,"[http://purl.obolibrary.org/obo/doid#gram-negative_bacterial_infectious_disease, http://purl.obolibrary.org/obo/doid#zoonotic_infectious_disease]","[ICD10CM:A25.1, ICD9CM:026.1, SNOMEDCT_US_2016_03_01:52138004, UMLS_CUI:C0152063]",,[DOID:0050338],DOID,13238
A carcinosarcoma that derives_from simultaneously or consecutively in mesodermal tissue and glandular epithelium.,DOID:1974,adenosarcoma,,,,,,,[disease_ontology],,,,"[MESH:D018195, NCI:C9474, SNOMEDCT_US_2016_03_01:189804002, SNOMEDCT_US_2016_03_01:31470003, UMLS_CUI:C0001442]","[DOID:1973, DOID:4113]",[DOID:4236],DOID,1974
,DOID:1975,thymus lipoma,,,,,,,[disease_ontology],,,,"[NCI:C6452, SNOMEDCT_US_2016_03_01:447137005, UMLS_CUI:C1336744]",,"[DOID:0060092, DOID:3315, DOID:533]",DOID,1975
,DOID:1977,lipoma of the mediastinum,,,,[true],,,[disease_ontology],,,,,,,DOID,1977
A fallopian tube cancer that is characterized as a mixture of carcinoma and sarcoma and has_material_basis_in epithelial tissue and has_material_basis_in connective tissue.,DOID:1970,fallopian tube carcinosarcoma,,,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_cancer_slim],"[NCI:C40124, UMLS_CUI:C1517117]",[DOID:1973],"[DOID:1964, DOID:4236]",DOID,1970
,DOID:13232,Diffuse cholesteatosis of middle ear and mastoid,,,,[true],,,[disease_ontology],,,,,,,DOID,13232
,DOID:5411,lung oat cell carcinoma,,,,,,,[disease_ontology],,,,"[MESH:D018288, NCI:C3915, SNOMEDCT_US_2016_03_01:189555001, SNOMEDCT_US_2016_03_01:74364000, SNOMEDCT_US_2016_03_01:76817009, UMLS_CUI:C0262584]",[DOID:7141],[DOID:5409],DOID,5411
,DOID:1973,fallopian tube adenosarcoma,,,,,,,[disease_ontology],,,,"[NCI:C40125, UMLS_CUI:C1517121]",,"[DOID:1970, DOID:1974]",DOID,1973
,DOID:12043,kernicterus due to isoimmunization,,,,,,,[disease_ontology],,,,"[ICD10CM:P57.0, ICD9CM:773.4, NCI:C101270, SNOMEDCT_US_2016_03_01:157135006, SNOMEDCT_US_2016_03_01:206433007, SNOMEDCT_US_2016_03_01:268880009, SNOMEDCT_US_2016_03_01:359007, UMLS_CUI:C0270204]",,"[DOID:11244, DOID:2383]",DOID,12043
,DOID:12040,immune hydrops fetalis,,,,[true],,,[disease_ontology],,,,,,,DOID,12040
,DOID:11430,endometriosis in scar of skin,,,,,,,[disease_ontology],,,,"[ICD10CM:N80.6, ICD9CM:617.6, SNOMEDCT_US_2016_03_01:53913001, UMLS_CUI:C0156348]",,[DOID:289],DOID,11430
"A communication disorder that is a loss of ability to recognize objects, persons, sounds, shapes, or smells while the specific sense is not defective nor is there any significant memory loss.",DOID:4090,agnosia,,,,,,[DOID:4019],[disease_ontology],,,,"[ICD10CM:R48.1, ICD10CM:R48.2, MESH:D000377, MESH:D001072, NCI:C84542, SNOMEDCT_US_2016_03_01:158320000, SNOMEDCT_US_2016_03_01:158322008, SNOMEDCT_US_2016_03_01:192146008, SNOMEDCT_US_2016_03_01:206989009, SNOMEDCT_US_2016_03_01:206991001, SNOMEDCT_US_2016_03_01:250058008, SNOMEDCT_US_2016_03_01:271724003, SNOMEDCT_US_2016_03_01:42341009, SNOMEDCT_US_2016_03_01:68345001, SNOMEDCT_US_2016_03_01:6950007, UMLS_CUI:C0001816, UMLS_CUI:C0003635]","[DOID:0060130, DOID:0060131, DOID:0060132, DOID:0060133, DOID:0060134, DOID:0060135, DOID:0060136, DOID:0060137, DOID:0060138, DOID:0060139, DOID:0060140, DOID:0060141, DOID:0060142, DOID:0060143, DOID:0060144, DOID:0060145, DOID:0060146, DOID:0060147, DOID:0060148, DOID:0060149, DOID:0060150, DOID:0060151, DOID:0060152, DOID:0060154, DOID:0060155, DOID:13417, DOID:4970]",[DOID:2033],DOID,4090
"A (+)ssRNA virus infectious disease that results_in infection in animals and humans, has_material_basis_in Caliciviridae viruses.",DOID:4091,Caliciviridae infectious disease,,,,[true],,,[disease_ontology],,,,,,,DOID,4091
"A viral infectious disease that results_in_formation_of vesicles located_in epithelium of the snout, lips, nostrils, tongue, feet and mammary glands of swine, has_material_basis_in Vesicular exanthema of swine virus, which is transmitted_by direct contact.",DOID:4092,vesicular exanthema of swine,,,,[true],,,[disease_ontology],,,,,,,DOID,4092
,DOID:9717,hydrops of gallbladder,,,,,,,[disease_ontology],,,,"[ICD10CM:K82.1, ICD9CM:575.3, SNOMEDCT_US_2016_03_01:197421008, SNOMEDCT_US_2016_03_01:47312008, UMLS_CUI:C0152445]",,[DOID:0060262],DOID,9717
,DOID:9718,meningococcal myocarditis,,,,[true],,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#gram-negative_bacterial_infectious_disease],,,,DOID,9718
,DOID:9719,proliferative vitreoretinopathy,,,,,,,[disease_ontology],,,,"[MESH:D018630, SNOMEDCT_US_2016_03_01:193364004, SNOMEDCT_US_2016_03_01:232016005, UMLS_CUI:C0242852]",,"[DOID:5679, DOID:9720]",DOID,9719
,DOID:4099,metastatic squamous cell carcinoma,,,,[true],,,[disease_ontology],,,,,,,DOID,4099
,DOID:3820,primary Chlamydiaceae infectious disease,,,,[true],,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#gram-negative_bacterial_infectious_disease],,,,DOID,3820
,DOID:3821,posterior cerebral artery infarction,,,,,,,[disease_ontology],,,,"[MESH:D020762, UMLS_CUI:C0752132]",,"[DOID:3526, DOID:3527]",DOID,3821
,DOID:11584,acute schizophrenic episode in remission,,,,[true],,,[disease_ontology],,,,,,,DOID,11584
,DOID:11582,syphilitic aortitis,,,,[true],,,[disease_ontology],,,"[http://purl.obolibrary.org/obo/doid#gram-negative_bacterial_infectious_disease, http://purl.obolibrary.org/obo/doid#sexually_transmitted_infectious_disease]",,,,DOID,11582
,DOID:11581,phlyctenulosis,,,,,,,[disease_ontology],,,,"[ICD10CM:H16.25, ICD9CM:370.31, SNOMEDCT_US_2016_03_01:193773009, SNOMEDCT_US_2016_03_01:67895005, UMLS_CUI:C0155080]",,[DOID:9368],DOID,11581
"A diaphragm disease characterized by the lack of development of all or part of the diaphragm, which results in an abnormal opening that allows the stomach and intestines to move into the chest cavity and crowd the heart and lungs.",DOID:3827,congenital diaphragmatic hernia,"[Xref MGI.
OMIM mapping confirmed by DO. [SN].]",,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_rare_slim],"[ICD10CM:K44, ICD10CM:K44.9, MESH:D006548, NCI:C34687, OMIM:142340, OMIM:222400, OMIM:610187, ORDO:2140, SNOMEDCT_US_2016_03_01:155748004, SNOMEDCT_US_2016_03_01:155750007, SNOMEDCT_US_2016_03_01:196901006, SNOMEDCT_US_2016_03_01:196911004, SNOMEDCT_US_2016_03_01:196912006, SNOMEDCT_US_2016_03_01:266444006, SNOMEDCT_US_2016_03_01:266511003, SNOMEDCT_US_2016_03_01:39839004, UMLS_CUI:C0019284]",,[DOID:10481],DOID,3827
